"node","layer","lat","lon","zone","atcocode"
     0,5,51.40078,-0.46353,400,"400G4402814B"
     1,2,51.85401, 0.99745,150," 910GALRESFD"
     1,5,51.85401, 0.99745,150," 910GALRESFD"
     1,4,51.85401, 0.99745,150," 910GALRESFD"
     2,5,52.40505,-0.33145, 50,"050GHE001002"
     3,5,56.22289,-2.70083,650,"   650GN0337"
     4,5,55.56366,-4.64217,619,"   619G24473"
     5,5,55.52239,-4.59326,619,"   619G24538"
     6,5,51.44995,-0.41833,490,"490G00012111"
     7,5,51.41801,-1.26289, 30,"030G52970001"
     8,5,54.93110,-2.79580, 90,"090GG33G8315"
     9,5,53.66040,-1.95155,450,"    450G7916"
    10,5,53.38240,-2.65212, 69,"  069GWAR345"
    11,5,53.38293,-2.65324, 69,"  069GWAR344"
    12,5,53.38145,-2.64816, 69,"  069GWAR347"
    13,5,53.40150,-2.56765, 69,"  069GWAR341"
    14,5,53.40269,-2.56489, 69,"  069GWAR340"
    15,5,53.38504,-2.68871, 69,"  069GWAR343"
    16,5,53.39945,-2.56912, 69,"  069GWAR342"
    17,5,55.89195,-4.17978,609,"   609G04290"
    18,5,53.38364,-2.64647, 69,"  069GWAR349"
    19,5,53.38186,-2.64643, 69,"  069GWAR348"
    20,5,51.45774,-0.12900,490,"490G00009460"
    21,5,51.40161,-1.24141, 30,"030G58180001"
    22,2,53.54282,-2.90449,910," 910GTOWNGRN"
    22,5,53.54282,-2.90449,910," 910GTOWNGRN"
    23,5,53.80258,-1.80051,450,"     450G478"
    24,5,53.80355,-1.80414,450,"     450G479"
    25,5,52.39917,-0.18364, 50,"050GAB001002"
    26,5,51.62079,-0.29805,490,"490G00009288"
    27,4,56.77054,-3.92862,648,"  648G221439"
    27,5,56.77054,-3.92862,648,"  648G221439"
    28,5,53.82915,-1.72419,450,"     450G470"
    29,5,53.82761,-1.72390,450,"     450G471"
    30,5,53.82598,-1.72263,450,"     450G472"
    31,5,52.74535,-0.13235,270,"270G00012931"
    32,5,53.82301,-1.72397,450,"     450G474"
    33,5,53.82139,-1.72377,450,"     450G475"
    34,5,53.81894,-1.72084,450,"     450G476"
    35,5,53.80096,-1.79615,450,"     450G477"
    36,5,52.22137,-1.03400,300,"     300G238"
    37,5,55.70888,-3.83033,615,"   615G14506"
    38,5,51.54389,-0.37527,490,"490G00006638"
    39,5,54.99510,-3.05752,680,"680G40000153"
    40,5,52.73743,-0.12752,270,"270G00012930"
    41,5,53.85432,-1.91594,450,"    450G3952"
    42,5,51.26409,-0.63908,400,"400G4407091B"
    43,5,51.42525,-0.70519, 38,"038G00021000"
    44,5,52.37988, 1.44598,390,"   390G60069"
    45,5,53.15842,-1.15516,330,"  330GMA0016"
    46,5,53.15561,-1.17922,330,"  330GMA0014"
    47,5,53.15574,-1.15860,330,"  330GMA0015"
    48,5,53.14536,-1.15768,330,"  330GMA0012"
    49,5,55.56619,-5.49578,607,"    607G4020"
    50,5,53.15788,-1.14770,330,"  330GMA0010"
    51,5,53.21598,-1.16254,330,"  330GMA0011"
    52,5,53.43797,-1.38166,370,"  370G102752"
    53,5,51.38895,-0.90198, 35,"035G77280001"
    54,5,53.15839,-1.14751,330,"  330GMA0018"
    55,5,53.15271,-1.16521,330,"  330GMA0019"
    56,5,52.68584,-1.27855,260," 260GCC16308"
    57,5,55.41559,-5.69424,607,"    607G4004"
    58,5,51.44737, 0.21926,240,"  910GDARTFD"
    58,2,51.44737, 0.21926,240,"  910GDARTFD"
    59,5,51.46159,-1.31614, 30,"030G51290001"
    60,5,52.91648,-1.16599,339,"    339GSI03"
    61,5,51.32189,-0.53594,400,"400G4404028A"
    62,5,53.44214,-1.38141,370,"  370G102753"
    63,5,51.47080,-0.27344,490,"490G00005409"
    64,5,51.24098,-0.73481,400,"400G4407063D"
    65,5,51.33111,-0.50871,400,"400G4404021B"
    66,2,53.61132,-2.86756,910," 910GNEWLANE"
    66,5,53.61132,-2.86756,910," 910GNEWLANE"
    67,5,55.94805,-4.86092,613,"   613G01152"
    68,5,52.28022,-0.11180, 50,"050GHL003004"
    69,5,53.73138,-1.65371,450,"    450G7852"
    70,5,53.59856,-1.92862,450,"    450G1326"
    71,5,52.43447, 1.47064,390,"   390G70068"
    72,5,53.73941,-1.66247,450,"    450G7853"
    73,5,52.62637, 1.44428,290,"     290G795"
    74,5,53.16237, 0.23680,270,"270G00011013"
    75,5,53.82747,-1.73024,450,"    450G9383"
    76,5,53.17654, 0.20898,270,"270G00011012"
    77,5,55.83469,-4.50362,910," 910GJOHNSTN"
    77,2,55.83469,-4.50362,910," 910GJOHNSTN"
    78,5,53.78601,-1.57311,450,"    450G7857"
    79,5,53.16453, 0.23061,270,"270G00011011"
    80,2,56.14125,-3.26164,910,"    910GCDND"
    80,5,56.14125,-3.26164,910,"    910GCDND"
    81,5,56.50492,-3.52050,648,"  648G222162"
    82,5,56.50268,-3.51804,648,"  648G222160"
    83,5,53.16714, 0.22721,270,"270G00011010"
    84,5,56.55515,-3.56898,648,"  648G222165"
    85,5,52.66973, 0.15719, 50,"050GWB027031"
    86,4,50.68649,-2.11013,120,"900GNX001667"
    86,5,50.68649,-2.11013,120,"900GNX001667"
    87,5,56.47687,-2.92255,640,"    640GS268"
    88,5,53.09162,-1.32362,100,"100GDPC01740"
    89,5,53.13216,-0.08484,270,"270G00010689"
    90,5,53.31793, 0.14778,270,"270G00010688"
    91,5,55.78566,-4.29458,612,"   612G03098"
    92,5,53.15692,-0.09567,270,"270G00010685"
    93,5,53.15097,-0.21982,270,"270G00010684"
    94,5,53.31714, 0.14608,270,"270G00010686"
    95,5,53.16400,-0.17710,270,"270G00010681"
    96,4,53.15284,-0.21097,270,"270G00010680"
    96,5,53.15284,-0.21097,270,"270G00010680"
    97,5,53.15472,-0.20194,270,"270G00010683"
    98,5,53.16593,-0.17268,270,"270G00010682"
    99,5,56.13533,-3.38651,650,"   650GD0515"
   100,5,56.14244,-3.38189,650,"   650GD0512"
   101,5,55.94376,-4.15498,611,"   611G09437"
   102,2,51.58478,-2.76059,910,"   910GCDCOT"
   102,5,51.58478,-2.76059,910,"   910GCDCOT"
   103,5,56.13475,-3.39091,650,"   650GD0518"
   104,5,51.06461, 0.65980,240," 940GZZKERLV"
   105,5,53.33747,-1.35678,370,"  370G101476"
   106,5,52.13884,-1.15955,300,"     300G232"
   107,5,53.33958,-1.35367,370,"  370G101474"
   108,5,52.21905, 0.14602, 50,"050GCC090136"
   109,5,53.70265,-1.47738,450,"    450G6512"
   110,5,53.33647,-1.35372,370,"  370G101478"
   111,5,53.33510,-1.35093,370,"  370G101479"
   112,5,51.32052,-0.58189,400,"400G4404116A"
   113,5,51.31931,-0.69705,400,"400G4403187A"
   114,5,52.65001,-1.20541,260," 260GCC01010"
   115,2,52.58559,-4.09357,910,"   910GTYWYN"
   115,5,52.58559,-4.09357,910,"   910GTYWYN"
   116,5,52.65091,-1.20372,260," 260GCC01011"
   117,5,52.16099, 1.05886,390,"   390G40522"
   118,5,55.42361,-5.60607,607,"    607G4005"
   119,5,52.65304,-1.20039,260," 260GCC01012"
   120,5,52.16912, 1.06277,390,"   390G40524"
   121,5,52.65537,-1.19690,260," 260GCC01013"
   122,5,53.65921,-1.86715,450,"    450G1647"
   123,5,53.16436,-1.39731,100,"100G00002675"
   124,5,52.65966,-1.20463,260," 260GCC01014"
   125,5,52.65858,-1.19403,260," 260GCC01015"
   126,5,52.65679,-1.19359,260," 260GCC01016"
   127,5,55.86950,-3.96151,616,"   616G12221"
   128,5,52.65533,-1.19013,260," 260GCC01017"
   129,5,53.48923,-0.85608,227,"227G00091138"
   130,5,55.51333,-5.32813,617,"   617G24073"
   131,5,51.31210,-0.31354,400,"400G4408196B"
   132,5,52.19308,-0.06290, 50,"050GBN012019"
   133,5,53.36988,-2.03389, 60,"   061GCH459"
   134,5,53.14969,-2.94533, 61,"   061GCH458"
   135,5,53.16954,-2.90886, 61,"   061GCH457"
   136,5,53.17378,-2.90365, 61,"   061GCH456"
   137,5,53.17467,-2.90174, 61,"   061GCH455"
   138,5,53.17533,-2.90268, 61,"   061GCH454"
   139,5,51.48289,-0.95966, 39,"039G25120001"
   140,5,53.69138,-1.29372,450,"    450G6104"
   141,5,55.72028,-3.96169,615,"   615G10764"
   142,5,51.34390,-0.18511,490,"490G00011008"
   143,5,55.44399,-4.50930,619,"   619G19370"
   144,5,55.44389,-4.51386,619,"   619G19371"
   145,5,55.44607,-4.52026,619,"   619G19372"
   146,5,52.97119,-1.03708,330,"  330GGE0185"
   147,5,55.44657,-4.49683,619,"   619G19374"
   148,5,53.76289,-1.77745,450,"    450G9298"
   149,5,55.47397,-4.52404,619,"   619G19376"
   150,5,55.47560,-4.52218,619,"   619G19377"
   151,5,55.47724,-4.52037,619,"   619G19378"
   152,5,55.47851,-4.51958,619,"   619G19379"
   153,2,51.50310,-0.42067,490," 910GHAYESAH"
   153,5,51.50310,-0.42067,490," 910GHAYESAH"
   154,5,51.48817,-0.13813,490,"490G00011004"
   155,5,54.72949,-2.99113, 90,"090GG74G9663"
   156,5,53.50093,-1.18392,370,"  370G103410"
   157,5,54.68945,-2.81269, 90,"090GG74G9667"
   158,5,55.09381,-2.96535,680,"680G00000641"
   159,5,51.48558,-0.86904, 35,"035G91460001"
   160,5,51.44714,-0.47804,400,"400G4402013B"
   161,5,52.61118,-1.25832,260,"  260GCC1503"
   162,5,55.00248,-3.20505,680,"680G00000647"
   163,5,56.47380,-2.99416,640,"  640GPT1112"
   164,5,55.06800,-3.04522,680,"680G00000646"
   165,5,55.45746,-4.23959,618,"   618G16073"
   166,5,55.45737,-4.24311,618,"   618G16072"
   167,5,55.45646,-4.23384,618,"   618G16075"
   168,5,55.45670,-4.23664,618,"   618G16074"
   169,5,55.46174,-4.23553,618,"   618G16079"
   170,5,56.25545,-2.86432,650,"   650GN0276"
   171,5,51.61194,-0.43065,490,"490G00013374"
   172,5,51.47339, 0.09551,490,"490G00013375"
   173,5,51.38606,-0.09705,490,"490G00013376"
   174,5,51.39274,-0.05207,490,"490G00013370"
   175,5,51.39555,-0.06815,490,"490G00013371"
   176,5,51.55503,-0.22885,490,"490G00013372"
   177,5,55.97210,-4.09282,616,"   616G15144"
   178,5,55.86987,-4.12662,609,"   609G06264"
   179,5,51.36989,-0.03117,490,"490G00013378"
   180,5,51.40203,-0.07097,490,"490G00013379"
   181,5,53.39614,-1.39795,370,"  370G102759"
   182,5,51.73185,-1.23517,340,"  340G004106"
   183,5,52.30694,-0.71538,300,"  300G349AAP"
   184,5,52.30507,-0.71684,300,"  300G349AAR"
   185,5,52.30683,-0.71025,300,"  300G349AAS"
   186,5,52.30444,-0.69896,300,"  300G349AAT"
   187,5,52.30412,-0.69929,300,"  300G349AAU"
   188,5,52.29992,-0.70300,300,"  300G349AAW"
   189,5,52.30234,-0.71035,300,"  300G349AAX"
   190,5,52.29927,-0.70404,300,"  300G349AAY"
   191,5,52.29857,-0.70880,300,"  300G349AAZ"
   192,5,56.12779,-3.18220,650,"   650GK1091"
   193,5,56.13209,-3.18052,650,"   650GK1095"
   194,5,55.01732,-1.42893,940," 940GZZTWTYM"
   194,3,55.01732,-1.42893,940," 940GZZTWTYM"
   195,5,52.30768,-0.73590,300,"  300G349AAB"
   196,5,52.31024,-0.73467,300,"  300G349AAC"
   197,5,52.31196,-0.73110,300,"  300G349AAD"
   198,5,52.31022,-0.72793,300,"  300G349AAE"
   199,5,53.49780,-0.66644,270,"270GLS000365"
   200,5,52.31194,-0.70750,300,"  300G349AAJ"
   201,5,52.31344,-0.70445,300,"  300G349AAK"
   202,5,52.31035,-0.71337,300,"  300G349AAL"
   203,5,52.30992,-0.71495,300,"  300G349AAM"
   204,5,51.38950, 0.01308,490,"490G00016470"
   205,5,56.47568,-2.96613,640,"  640GPT1800"
   206,5,54.57731,-1.32392, 77,"   077G72443"
   207,5,54.57976,-1.32507, 77,"   077G72442"
   208,5,54.58185,-1.32603, 77,"   077G72441"
   209,5,54.58213,-1.32879, 77,"   077G72440"
   210,5,54.58193,-1.35918, 77,"   077G72447"
   211,5,54.58521,-1.35905, 77,"   077G72446"
   212,5,54.57498,-1.32353, 77,"   077G72445"
   213,5,54.56790,-1.36998, 77,"   077G72449"
   214,5,54.59000,-1.35426, 77,"   077G72448"
   215,5,53.82469,-1.72190,450,"     450G473"
   216,2,51.40299,-0.20516,490," 910GSMERTON"
   216,5,51.40299,-0.20516,490," 910GSMERTON"
   217,5,56.40076,-3.46530,648,"  648G221960"
   218,5,53.06171,-1.40180,100,"100GD0012132"
   219,5,54.81655,-3.15270, 90,"090GG02G9649"
   220,5,53.44441,-1.29195,370,"  370G102868"
   221,4,53.06879,-2.52011, 60,"   060GCR195"
   221,5,53.06879,-2.52011, 60,"   060GCR195"
   222,4,53.09841,-2.44361, 60,"   060GCR194"
   222,5,53.09841,-2.44361, 60,"   060GCR194"
   223,5,53.09618,-2.48371, 60,"   060GCR197"
   224,5,53.10442,-2.46160, 60,"   060GCR196"
   225,5,56.12855,-3.14846,650,"   650GK0115"
   226,5,52.46126, 0.04508, 50,"050GCH008024"
   227,5,53.15005,-2.43206, 60,"   060GCR193"
   228,5,53.14661,-2.43694, 60,"   060GCR192"
   229,5,53.56031,-1.47252,370,"  370G104224"
   230,5,53.56352,-1.47093,370,"  370G104226"
   231,5,53.56531,-1.47171,370,"  370G104227"
   232,5,53.58320,-1.50837,370,"  370G104220"
   233,5,53.44037,-1.35106,370,"  370G104222"
   234,4,53.40817,-2.96429,280,"900GNX000860"
   234,5,53.40817,-2.96429,280,"900GNX000860"
   235,5,51.45835,-0.35187,490,"490G00014633"
   236,5,53.56778,-1.47234,370,"  370G104228"
   237,5,51.44642,-0.90546, 35,"035G85200001"
   238,5,53.44137,-1.28220,370,"  370G102869"
   239,5,52.77286, 0.13543,270,"270G02700921"
   240,5,55.42025,-5.60687,607,"    607G4007"
   241,5,52.78415, 0.11524,270,"270G02700925"
   242,5,55.79087,-4.10220,615,"   615G10685"
   243,5,53.48931,-0.83914,227,"227G00091131"
   244,5,55.79274,-4.08836,615,"   615G10680"
   245,5,53.84560,-1.85009,450,"    450G9230"
   246,5,53.76622,-1.85133,450,"    450G9238"
   247,2,53.70053,-1.42341,910," 910GNORMNTN"
   247,5,53.70053,-1.42341,910," 910GNORMNTN"
   248,5,51.23760,-0.79199,400,"400G4411388B"
   249,2,51.61412,-0.14303,490," 910GNEWSGAT"
   249,5,51.61412,-0.14303,490," 910GNEWSGAT"
   250,5,51.68519,-0.31724,210," 910GRADLETT"
   250,2,51.68519,-0.31724,210," 910GRADLETT"
   251,5,51.98491,-0.24705,210,"    210G1627"
   252,5,51.98065,-0.25119,210,"    210G1623"
   253,5,51.97905,-0.25191,210,"    210G1622"
   254,5,51.97804,-0.24575,210,"    210G1620"
   255,5,51.17006,-1.62078,190," 910GGRATELY"
   255,2,51.17006,-1.62078,190," 910GGRATELY"
   256,5,51.98419,-0.24235,210,"    210G1629"
   257,5,51.98531,-0.24666,210,"    210G1628"
   258,5,53.03097,-0.16103,270,"270GLHF00314"
   259,5,51.51741,-0.12497,490,"490G00010131"
   260,5,52.18698, 0.01879, 50,"050GCB004007"
   261,5,51.17144,-0.71398,400,"400G4411086A"
   262,4,52.48508,-3.43696,561,"900GNX000863"
   262,5,52.48508,-3.43696,561,"900GNX000863"
   263,5,51.30677,-0.27874,400,"400G4406004A"
   264,5,52.91035,-0.63726,270,"270G00013151"
   265,5,52.11314, 0.05546, 50,"050GFX002006"
   266,5,52.22419, 1.17113,390,"    390GDEB2"
   267,5,51.51070,-1.36301, 30,"030G50270001"
   268,5,53.24783,-0.52331,270,"270G00013152"
   269,5,51.47554,-0.09672,490,"490G00011846"
   270,5,53.63655,-1.75304,450,"    450G1351"
   271,5,51.60756, 0.22336,490,"490G00007828"
   272,5,53.35196, 0.25457,270,"270G00013154"
   273,5,51.60541, 0.22596,490,"490G00007827"
   274,5,51.60256, 0.24740,490,"490G00007826"
   275,5,51.49039,-0.45774,490,"490G00007821"
   276,5,51.48966,-0.47452,490,"490G00007820"
   277,5,52.18972, 0.16165, 50,"050GCC360361"
   278,5,56.47750,-2.96698,640,"  640GPT1806"
   279,5,51.35590,-0.07278,490,"490G00003568"
   280,5,53.35012, 0.25628,270,"270G00013156"
   281,5,55.87246,-4.28457,609,"   609G06852"
   282,5,53.42166,-1.21295,370,"  370G102103"
   283,5,53.42147,-1.21569,370,"  370G102101"
   284,5,53.35526, 0.25129,270,"270G00013157"
   285,5,51.37813,-1.07023, 30,"030G51440002"
   286,5,53.51919,-1.47418,370,"  370G102106"
   287,5,53.42229,-1.20826,370,"  370G102105"
   288,5,51.37941,-1.07423, 30,"030G51440001"
   289,5,53.63940,-1.76005,450,"    450G1350"
   290,5,55.62339,-4.66079,617,"   617G17354"
   291,5,51.51386, 0.00822,490," 940GZZDLCGT"
   291,3,51.51386, 0.00822,490," 940GZZDLCGT"
   292,5,51.49706, 0.34548,159," 159G0703101"
   293,5,51.94864, 0.00161,210,"     210G128"
   294,5,51.94893, 0.02160,210,"     210G129"
   295,5,55.81948,-4.29073,609,"   609G24556"
   296,5,52.35221, 1.58853,390,"   390GSOTH1"
   297,5,51.93746,-0.01171,210,"     210G123"
   298,5,51.48615,-0.29824,490,"490G00006297"
   299,5,54.18159,-2.72149, 90,"090GG79G8320"
   300,5,54.29712,-2.76003, 90,"090GG79G8322"
   301,5,51.59789,-0.27883,490,"490G00006882"
   302,5,54.37743,-2.83066, 90,"090GG79G8329"
   303,5,51.18094,-0.62345,400,"400G4411242B"
   304,5,53.79823,-1.73062,450,"    450G1079"
   305,5,51.18026,-0.62211,400,"400G4411242D"
   306,5,52.48559,-0.10941, 50,"050GRM004005"
   307,5,53.42373,-1.44308,370,"  370G102519"
   308,5,53.07851,-0.27637,270,"270GLBC00054"
   309,5,55.05440,-3.64370,680,"680G00000020"
   310,5,52.99463,-0.73390,270,"270GLWCH4321"
   311,5,52.13770, 1.23521,390,"   390G60312"
   312,5,51.82553,-0.34802,210,"    210G9369"
   313,5,51.39793,-0.77543, 38,"038G00132000"
   314,5,51.78848,-0.18495,210,"    210G9361"
   315,5,51.73992,-0.45824,210,"    210G9366"
   316,5,51.73672,-0.44668,210,"    210G9367"
   317,5,51.74342,-0.46765,210,"    210G9364"
   318,5,51.74498,-0.46278,210,"    210G9365"
   319,5,51.47656, 0.31207,159," 159G0015501"
   320,5,51.34715,-0.02346,490," 940GZZCRKGH"
   320,3,51.34715,-0.02346,490," 940GZZCRKGH"
   321,5,52.71952,-0.84849,260," 260GCC18811"
   322,5,53.44574,-1.23162,370,"  370G103446"
   323,5,51.21953,-0.20039,400,"400G4409032A"
   324,5,56.49170,-2.98398,640,"  640GPT1060"
   325,5,50.79472,-1.11729,930,"     930GGOS"
   325,1,50.79472,-1.11729,930,"     930GGOS"
   326,5,54.86488,-3.78679,680,"680G00000791"
   327,5,52.10293, 0.41153,390,"   390G50167"
   328,5,54.90486,-3.81631,680,"680G00000795"
   329,5,52.12501, 0.45039,390,"   390G50163"
   330,5,51.53505,-0.36166,490,"490G00009687"
   331,5,52.55458, 0.07276, 50,"050GMA098099"
   332,5,51.40286,-0.06420,490,"490G00009683"
   333,5,52.09138, 0.44565,390,"   390G50169"
   334,2,53.73288,-2.51839,910,"    910GCHTR"
   334,5,53.73288,-2.51839,910,"    910GCHTR"
   335,5,51.46630,-0.10218,490,"  910GLBGHJN"
   335,2,51.46630,-0.10218,490,"  910GLBGHJN"
   336,2,51.39878,-0.10030,490,"    910GTHTH"
   336,5,51.39878,-0.10030,490,"    910GTHTH"
   337,5,55.89812,-4.45061,614,"   614G02186"
   338,5,50.36055,-4.17478,930,"     930GCRE"
   338,1,50.36055,-4.17478,930,"     930GCRE"
   339,5,55.89672,-4.44190,614,"   614G02185"
   340,5,55.90215,-4.43991,614,"   614G02182"
   341,5,55.89978,-4.43670,614,"   614G02183"
   342,5,55.90301,-4.44286,614,"   614G02181"
   343,5,51.39789,-0.16264,490,"490G00014723"
   344,5,51.83861,-0.20089,210,"    210G1282"
   345,5,51.59966,-0.14736,490,"490G00014725"
   346,5,51.49935,-0.14803,490,"490G00014728"
   347,5,51.54501, 0.19581,490,"490G00003185"
   348,5,56.72149,-5.23552,930,"     930GCRR"
   348,1,56.72149,-5.23552,930,"     930GCRR"
   349,2,50.17027,-5.11094,910,"    910GPRYN"
   349,5,50.17027,-5.11094,910,"    910GPRYN"
   350,5,53.89762,-1.72015,450,"    450G1356"
   351,5,51.44828, 0.17895,490,"    910GCRFD"
   351,2,51.44828, 0.17895,490,"    910GCRFD"
   352,5,51.36106, 0.10894,490,"490G00009535"
   353,5,51.48529,-0.06960,490,"490G00009531"
   354,5,51.58531,-0.31033,490,"490G00012760"
   355,5,51.47243,-0.32809,490,"490G00009538"
   356,5,56.12458,-3.14290,650,"   650GK0119"
   357,5,52.63340, 1.44702,290,"     290G808"
   358,5,52.61762, 1.50297,290,"     290G806"
   359,5,52.33591,-0.08777, 50,"050GSI015031"
   360,5,54.84779,-3.06475, 90,"090GG02G7235"
   361,5,54.84547,-3.11406, 90,"090GG02G7237"
   362,5,54.85022,-3.02789, 90,"090GG02G7231"
   363,5,54.84884,-3.09613, 90,"090GG02G7232"
   364,5,51.50856,-0.74149, 36,"036G00006803"
   365,5,53.00719,-1.13760,330,"  330GGE0393"
   366,5,53.00960,-1.13584,330,"  330GGE0392"
   367,5,52.97064,-1.06563,330,"  330GGE0391"
   368,5,53.67514,-1.27351,450,"    450G6955"
   369,5,53.00557,-1.13432,330,"  330GGE0396"
   370,5,53.00434,-1.13813,330,"  330GGE0395"
   371,5,53.70189,-1.62681,450,"    450G6951"
   372,5,53.01147,-1.13334,330,"  330GGE0399"
   373,5,52.54950,-2.03060,940,"  940GZZWMWP"
   373,3,52.54950,-2.03060,940,"  940GZZWMWP"
   374,5,52.24631,-0.29943, 50,"050GHW001003"
   375,5,53.67445,-1.26599,450,"    450G6958"
   376,5,53.68699,-1.35444,450,"    450G6959"
   377,5,54.22673,-2.77135, 90,"090GG79G9539"
   378,5,55.00799,-3.72593,680,"680G20000043"
   379,5,53.11803,-1.32744,100,"100GDHHA1616"
   380,5,51.45372,-0.12035,490,"490G00004101"
   381,5,51.35325,-0.14823,490,"490G00004100"
   382,5,54.31638,-2.52205, 90,"090GG79G9536"
   383,5,51.39390, 0.04522,490,"490G00004104"
   384,5,52.18630, 0.47194, 50,"050GKI006007"
   385,5,52.34128,-1.72548,910," 910GLAPWRTH"
   385,2,52.34128,-1.72548,910," 910GLAPWRTH"
   386,5,55.53457,-4.64090,619,"   619G19079"
   387,5,52.05298, 1.07222,390,"   390G10602"
   388,5,51.22601,-0.78125,400,"400G4411377B"
   389,5,51.22634,-0.78374,400,"400G4411377C"
   390,2,51.33008,-1.06099,910,"    910GBMLY"
   390,5,51.33008,-1.06099,910,"    910GBMLY"
   391,5,55.98537,-3.92936,669," 669G3400038"
   392,5,51.46193,-0.20581,490,"490G00012188"
   393,5,52.23127, 0.14974, 50,"050GCC345428"
   394,5,51.49677,-0.02581,490,"490G00012181"
   395,5,51.46138,-0.15860,490,"490G00012182"
   396,5,51.53856, 0.16044,490,"490G00012183"
   397,5,52.98824,-0.03547,270,"270G02701406"
   398,5,56.25382,-3.20491,650,"   650GN0310"
   399,5,56.26196,-2.63016,650,"   650GN0317"
   400,5,52.97408,-0.03968,270,"270G02701403"
   401,5,52.97368,-0.04361,270,"270G02701400"
   402,5,51.49369, 0.10806,490,"490G00003040"
   403,5,52.04978, 1.04390,390,"   390G10604"
   404,5,52.98067,-0.00494,270,"270G02701409"
   405,5,52.30597,-0.59341,300,"    300G189V"
   406,5,52.30246,-0.59600,300,"    300G189T"
   407,5,52.18273,-0.80496,300,"    300G189U"
   408,5,52.30390,-0.59144,300,"    300G189R"
   409,5,52.30890,-0.59310,300,"    300G189P"
   410,5,51.72566, 0.46226,150,"150G00002060"
   411,5,53.38706,-1.37588,370,"  370G102592"
   412,4,54.90053,-4.37913,680,"680G20000040"
   412,5,54.90053,-4.37913,680,"680G20000040"
   413,2,53.40915,-3.07857,910,"  910GBDSTON"
   413,5,53.40915,-3.07857,910,"  910GBDSTON"
   414,5,53.01876,-1.72954,100,"100G00014041"
   415,5,53.05069,-1.68798,100,"100G00014043"
   416,5,53.02222,-1.72333,100,"100G00014042"
   417,5,53.45537,-1.97661,100,"100G00014045"
   418,5,53.46813,-1.97037,100,"100G00014044"
   419,5,53.07461,-1.39614,100,"100G00014047"
   420,5,53.07395,-1.38579,100,"100G00014049"
   421,5,53.07328,-1.39124,100,"100G00014048"
   422,5,52.31945,-0.83902,300,"    300G189J"
   423,5,52.30522,-0.97945,300,"    300G189K"
   424,5,52.32158,-0.83847,300,"    300G189H"
   425,5,52.32036,-0.83860,300,"    300G189I"
   426,5,53.77653,-1.61742,450,"    450G4748"
   427,5,53.81244,-1.62865,450,"    450G3049"
   428,5,53.38575,-1.35466,370,"  370G102597"
   429,5,55.86834,-4.24385,609,"   609G06950"
   430,5,53.38561,-1.35225,370,"  370G102598"
   431,5,56.41243,-3.49449,648,"  648G221807"
   432,5,53.38760,-1.35036,370,"  370G102599"
   433,5,56.72941,-2.69173,649,"   649GIM118"
   434,5,53.71252,-1.99012,450,"    450G4017"
   435,4,53.82455,-2.23695,910," 910GBRIERFL"
   435,2,53.82455,-2.23695,910," 910GBRIERFL"
   435,5,53.82455,-2.23695,910," 910GBRIERFL"
   436,5,53.36939,-1.46485,370,"  370G102514"
   437,5,53.47263,-1.33681,370,"  370G102959"
   438,5,53.38394,-2.51659, 69,"  069GWAR109"
   439,5,53.38262,-2.52101, 69,"  069GWAR108"
   440,5,51.57092,-0.23214,490,"490G00012589"
   441,5,53.36966,-2.59619, 69,"  069GWAR103"
   442,5,53.37201,-2.59693, 69,"  069GWAR102"
   443,5,53.37443,-2.59788, 69,"  069GWAR101"
   444,5,53.37678,-2.59646, 69,"  069GWAR100"
   445,5,53.38005,-2.52022, 69,"  069GWAR107"
   446,5,53.37888,-2.53518, 69,"  069GWAR106"
   447,5,53.38259,-2.53239, 69,"  069GWAR105"
   448,5,53.20408,-1.37489,100,"100GDTN06252"
   449,5,51.14535,-0.36339,400,"400G4408214A"
   450,5,53.80310,-1.61379,450,"    450G3040"
   451,5,55.77367,-4.28053,612,"   612G03118"
   452,5,53.77182,-1.78673,450,"     450G676"
   453,5,53.77049,-1.78467,450,"     450G677"
   454,5,53.77543,-1.79254,450,"     450G674"
   455,5,53.77379,-1.78971,450,"     450G675"
   456,5,51.66028,-0.50982,210,"    210G3348"
   457,5,52.30880,-0.69960,300,"    300G349U"
   458,5,52.31262,-0.67688,300,"    300G349P"
   459,5,52.31154,-0.68023,300,"    300G349Q"
   460,5,52.29609,-0.71676,300,"    300G349H"
   461,5,52.29617,-0.71234,300,"    300G349I"
   462,5,52.29403,-0.71362,300,"    300G349J"
   463,5,52.45357,-1.05202,260," 260GCC10203"
   464,5,52.45256,-1.05612,260," 260GCC10202"
   465,5,52.47354,-0.98821,260," 260GCC10207"
   466,5,52.45210,-1.05723,260," 260GCC10204"
   467,5,51.64302,-0.31711,210,"    210G2403"
   468,5,51.47387, 0.14509,490,"490G00009217"
   469,5,53.80534,-1.75065,450,"     450G784"
   470,5,53.30952,-0.93268,330,"  330GBA0419"
   471,5,53.31209,-0.93359,330,"  330GBA0418"
   472,5,51.43702,-0.51809,400,"400G4402135A"
   473,5,51.55462, 0.05940,490,"490G00009219"
   474,2,52.18973, 1.00002,390," 910GSTWMRKT"
   474,5,52.18973, 1.00002,390," 910GSTWMRKT"
   474,4,52.18973, 1.00002,390," 910GSTWMRKT"
   475,5,51.40232,-0.15489,490,"490G00004911"
