"node","layer","lat","lon","zone","atcocode"
 91870,5,52.69701,-3.68437,540,"5400AWD71791"
 91871,5,51.83689,-2.57639,160,"  1600GLF819"
 91872,5,53.41973,-2.29468,180," 1800SJ47461"
 91873,5,52.18751,-2.50711,209," 2090A052403"
 91874,5,53.50519,-2.19673,180," 1800EB33561"
 91875,5,52.75561,-1.93306,380," 3800C234401"
 91876,5,51.68044,-3.62867,582,"5820AWG60316"
 91877,5,51.65179,-3.64499,582,"5820AWG60317"
 91878,5,55.81915,-3.28942,628,"  6280000038"
 91879,5,52.04077,-2.70537,209,"  2090A19538"
 91880,5,52.71502,-2.54032,359," 3590E066100"
 91881,5,52.04605,-2.71482,209,"  2090A19532"
 91882,5,51.67910,-3.62629,582,"5820AWG60312"
 91883,5,52.04523,-2.71578,209,"  2090A19530"
 91884,5,52.04187,-2.71112,209,"  2090A19535"
 91885,5,53.78087,-2.74199,250,"    25001080"
 91886,5,53.77674,-2.74631,250,"    25001081"
 91887,5,53.79078,-2.75005,250,"    25001082"
 91888,5,53.69013,-2.70507,250,"    25001088"
 91889,5,53.69332,-2.71725,250,"    25001089"
 91890,5,51.66495,-3.64341,582,"5820AWG60311"
 91891,5,52.24037,-3.38341,561,"5610PWX18376"
 91892,5,52.21381,-3.44157,561,"5610PWX18375"
 91893,5,52.28314,-3.05155,561,"5610PWX18373"
 91894,5,52.25479,-3.08213,561,"5610PWX18371"
 91895,5,52.24412,-3.37523,561,"5610PWX18379"
 91896,5,54.28182,-2.46758, 90,"090079183960"
 91897,5,54.28173,-2.46770, 90,"090079183961"
 91898,5,54.27835,-2.45563, 90,"090079183962"
 91899,5,54.27760,-2.37340, 90,"090079183964"
 91900,5,54.27213,-2.40781, 90,"090079183966"
 91901,5,53.50615,-2.25394,180," 1800NF41231"
 91902,5,52.74101,-2.77814,350," 3500B344501"
 91903,5,52.74098,-2.77850,350," 3500B344500"
 91904,5,53.41379,-2.78579,280," 2800S51094A"
 91905,5,53.41337,-2.78568,280," 2800S51094B"
 91906,5,52.98376,-2.09254,389," 3890D012601"
 91907,5,52.98371,-2.09265,389," 3890D012602"
 91908,5,53.62638,-2.40981,258," 2580TUR0004"
 91909,5,53.62634,-2.40995,258," 2580TUR0003"
 91910,5,53.62938,-2.40850,258," 2580TUR0002"
 91911,5,53.62918,-2.40830,258," 2580TUR0001"
 91912,5,53.96496,-1.04855,329,"3290YYA00453"
 91913,5,52.52582,-1.52697,420," 4200F088500"
 91914,5,53.65964,-0.59766,227,"227000010757"
 91915,5,53.97201,-1.06235,329,"3290YYA00450"
 91916,5,51.65603,-0.20843,490,"  490003277E"
 91917,5,53.68221,-1.10677,320,"3200YNA00166"
 91918,5,53.68214,-1.10676,320,"3200YNA00167"
 91919,5,53.68222,-1.10252,320,"3200YNA00164"
 91920,5,53.69713,-1.11750,320,"3200YNA00162"
 91921,5,53.69669,-1.11722,320,"3200YNA00163"
 91922,5,53.69708,-1.11739,320,"3200YNA00161"
 91923,5,53.77361,-1.77609,450,"   450021395"
 91924,5,53.77396,-1.77599,450,"   450021394"
 91925,5,51.58381,-1.81163,468,"4680SWA10521"
 91926,5,54.92918,-1.57755,410,"410000022029"
 91927,5,54.92527,-1.57514,410,"410000022028"
 91928,5,51.58808,-1.81033,468,"4680SWA10525"
 91929,5,51.58824,-1.81061,468,"4680SWA10524"
 91930,5,51.58945,-1.81236,468,"4680SWA10527"
 91931,5,51.58945,-1.81262,468,"4680SWA10526"
 91932,5,54.92007,-1.55399,410,"410000022023"
 91933,5,54.91792,-1.55230,410,"410000022022"
 91934,5,54.90850,-1.55629,410,"410000022021"
 91935,5,54.90755,-1.55973,410,"410000022020"
 91936,5,54.92720,-1.56693,410,"410000022027"
 91937,5,54.92777,-1.56411,410,"410000022026"
 91938,5,54.92568,-1.56066,410,"410000022025"
 91939,5,54.92242,-1.55643,410,"410000022024"
 91940,5,52.94945, 0.93870,290,"    2900S454"
 91941,5,51.58636,-3.43495,552,"5520AWA13653"
 91942,5,51.51040,-0.18410,490,"  490011121W"
 91943,5,53.72239,-1.86148,450,"   450024415"
 91944,5,53.58647,-1.30186,450,"   450024411"
 91945,5,56.12192,-3.80096,668," 66806100018"
 91946,5,52.21841,-0.06724, 50,"0500SCAMB009"
 91947,4,52.22150,-0.07193, 50,"0500SCAMB008"
 91947,5,52.22150,-0.07193, 50,"0500SCAMB008"
 91948,5,52.21761,-0.06319, 50,"0500SCAMB005"
 91949,5,52.21740,-0.07486, 50,"0500SCAMB002"
 91950,5,50.74884,-2.28627,120,"1200POA10262"
 91951,5,51.08992, 1.16303,240,"   240099233"
 91952,5,51.07861, 1.17375,240,"   240099230"
 91953,5,54.75463,-1.62974,130,"   13005923C"
 91954,5,51.08774, 1.18628,240,"   240099237"
 91955,5,54.75433,-1.63119,130,"   13005923G"
 91956,5,51.08839, 1.18825,240,"   240099239"
 91957,5,52.47726,-1.73143,430," 43000174401"
 91958,5,54.67972,-1.53207,130,"   13006762A"
 91959,5,51.48211,-3.57273,572,"5720AWA12670"
 91960,5,52.49576,-2.36777,350," 3500B465200"
 91961,5,52.49587,-2.36745,350," 3500B465201"
 91962,5,51.78830,-1.50426,340,"340000915PUB"
 91963,5,53.37692,-2.04508,180," 1800SG35641"
 91964,5,55.90490,-2.99492,628,"  6280327120"
 91965,5,52.23496, 0.90257,390,"   390040433"
 91966,5,53.48576,-2.63943,180," 1800WK01881"
 91967,5,57.74741,-4.07274,670,"  670084886A"
 91968,5,53.63104,-2.33851,180," 1800NC22741"
 91969,5,52.40627,-0.49849,300,"  300000519S"
 91970,5,51.13076,-0.18698,440,"  4400CY0322"
 91971,5,52.78315, 1.41295,290,"   2900W4812"
 91972,5,52.78322, 1.41322,290,"   2900W4813"
 91973,5,51.13100,-0.18744,440,"  4400CY0321"
 91974,5,51.13117,-0.19155,440,"  4400CY0320"
 91975,5,52.04577,-0.68186, 49,"049000005075"
 91976,5,52.04575,-0.68215, 49,"049000005074"
 91977,5,52.44287,-2.14218,430," 43008680801"
 91978,5,52.10732,-1.61938,420," 4200F025400"
 91979,5,52.52392,-1.54000,420," 4200F049400"
 91980,5,52.52428,-1.54106,420," 4200F049401"
 91981,5,51.51276,-3.56878,551,"5510AWA13128"
 91982,5,51.61672,-3.41229,552,"5520AWA13659"
 91983,5,51.09714, 0.53920,240,"2400A060720A"
 91984,5,51.66508,-3.19593,554,"5540AWB33415"
 91985,5,51.66513,-3.19596,554,"5540AWB33414"
 91986,5,51.66498,-3.19585,554,"5540AWB33417"
 91987,5,51.66502,-3.19588,554,"5540AWB33416"
 91988,5,51.54818, 0.63370,158,"    15800366"
 91989,5,52.05487,-0.82270, 49,"0490HLRDARD1"
 91990,5,56.87946,-2.25619,630,"   630040431"
 91991,5,51.46692,-3.19952,571,"5710AWA11280"
 91992,5,51.84760,-1.34363,340,"340004043SOU"
 91993,5,51.46455,-3.19559,571,"5710AWA11288"
 91994,4,51.53212,-3.57330,551,"5510AWA13122"
 91994,5,51.53212,-3.57330,551,"5510AWA13122"
 91995,5,52.78871,-2.25358,380," 3800C730901"
 91996,5,52.78878,-2.25401,380," 3800C730902"
 91997,5,52.28507,-1.52103,420," 4200F208701"
 91998,5,51.52384,-3.55485,551,"5510AWA13126"
 91999,5,51.73891,-3.06887,534,"5340WDB24015"
 92000,5,52.53479,-2.43145,350," 3500B449901"
 92001,5,52.53468,-2.43118,350," 3500B449900"
 92002,5,53.43344,-2.93885,280," 2800S40168A"
 92003,5,57.50140,-1.79961,630,"   630024941"
 92004,5,52.76486,-1.72101,380," 3800C311900"
 92005,5,53.47683,-2.71971,280," 2800S15104A"
 92006,5,52.37115,-2.24427,200," 2000G610005"
 92007,5,52.61500,-3.05514,350," 3500B329603"
 92008,5,54.91991,-1.40333,410,"41000024SG04"
 92009,5,53.57981,-2.10263,180," 1800ED16471"
 92010,5,51.35600,-0.09223,490,"  490004802N"
 92011,5,52.61743,-3.05084,350," 3500B329601"
 92012,5,54.91979,-1.40364,410,"41000024SG06"
 92013,5,52.44360,-2.01253,430," 43000326301"
 92014,5,52.44383,-2.01286,430," 43000326302"
 92015,5,51.52841,-3.48818,551,"5510WDB47520"
 92016,5,53.83805,-0.26388,220,"2200YEA00748"
 92017,5,53.86598,-0.28978,220,"2200YEA00749"
 92018,5,50.92656,-2.90992,360,"3600DOY29266"
 92019,5,51.52149,-3.50188,551,"5510WDB47521"
 92020,5,53.90565,-0.17129,220,"2200YEA00742"
 92021,5,53.90318,-0.17534,220,"2200YEA00743"
 92022,5,51.28453, 0.80139,240,"2400A021810A"
 92023,5,53.90553,-0.17224,220,"2200YEA00741"
 92024,5,53.85135,-0.21851,220,"2200YEA00746"
 92025,5,53.83739,-0.26210,220,"2200YEA00747"
 92026,5,53.90255,-0.17630,220,"2200YEA00745"
 92027,5,51.51120,-3.54622,551,"5510WDB47523"
 92028,5,57.38868,-3.46136,670," 6700712331A"
 92029,5,53.50121,-2.19386,180," 1800EB32831"
 92030,5,53.79146,-1.53829,450,"   450011974"
 92031,5,53.79023,-1.53590,450,"   450011975"
 92032,5,56.00176,-3.77328,669," 66901500031"
 92033,5,56.00202,-3.77299,669," 66901500030"
 92034,5,50.66154,-1.25512,230,"230000005790"
 92035,5,50.98562, 0.93980,240,"2400A024140A"
 92036,5,51.75945,-3.35869,553,"5530AWB34030"
 92037,5,52.08879,-0.74362, 49,"0490HLRDWES2"
 92038,5,53.17446,-1.45970,100,"100000018811"
 92039,5,51.52128,-3.37815,552,"5520AWA12634"
 92040,5,50.50836,-3.58167,110,"1100DEM55084"
 92041,5,53.37842,-1.47126,370,"   370023176"
 92042,5,51.48045,-3.70244,551,"5510AWA12489"
 92043,5,50.73552,-2.01285,128,"1280POA05905"
 92044,5,53.92560,-2.17657,250," 2500LA00507"
 92045,5,53.78239,-2.65800,250," 2500LA00502"
 92046,5,53.78215,-2.65748,250," 2500LA00503"
 92047,5,53.39706,-2.06362,180," 1800SGH0071"
 92048,5,51.49928, 0.29681,159,"  1590046001"
 92049,5,50.65435,-1.21943,230,"230000004680"
 92050,5,51.53222,-0.37905,490,"  490004373S"
 92051,5,57.69492,-4.17609,670,"   670090042"
 92052,5,52.08843,-3.03962,209,"  2090A19846"
 92053,5,51.59019,-3.31421,552,"5520AWZ26234"
 92054,4,54.98842,-2.11351,310," 3100Y928659"
 92054,5,54.98842,-2.11351,310," 3100Y928659"
 92055,5,57.05838,-2.13933,630,"   630042574"
 92056,5,51.08123,-1.11415,190,"1900HA110773"
 92057,5,57.69022,-4.15779,670,"   670090044"
 92058,5,53.36705,-2.76723, 68,"068000000168"
 92059,5,57.81678,-4.06729,670,"   670090049"
 92060,5,57.05785,-2.13669,630,"   630042571"
 92061,5,57.64513,-3.33329,638,"   638053662"
 92062,5,57.64513,-3.33307,638,"   638053661"
 92063,5,51.57506,-0.10087,490,"  490013151W"
 92064,5,51.34460,-1.25846,190,"1900HA010153"
 92065,5,53.51699,-2.33555,180," 1800WF39221"
 92066,5,56.03047,-3.83513,669," 66903650017"
 92067,5,53.11103,-2.25305, 60,"0600COIM1908"
 92068,5,56.03079,-3.83391,669," 66903650016"
 92069,5,53.36564,-1.48094,370,"   370021151"
 92070,5,53.36146,-1.48628,370,"   370021157"
 92071,5,51.73588,-3.06945,534,"5340AWA17054"
 92072,5,51.13789, 1.29490,240,"2400A030800A"
 92073,5,51.72734,-3.06637,534,"5340AWA17050"
 92074,5,51.72881,-3.06707,534,"5340AWA17051"
 92075,5,51.72881,-3.06743,534,"5340AWA17052"
 92076,5,51.72976,-3.06995,534,"5340AWA17053"
 92077,5,50.81744,-0.10619,149,"149000007434"
 92078,5,55.89606,-4.33972,609,"     6090726"
 92079,5,51.74150,-3.06514,534,"5340AWA17059"
 92080,5,52.79947,-2.00371,380," 3800C745501"
 92081,5,54.88393,-2.76572, 90,"090033192102"
 92082,5,51.15779, 0.88097,240,"2400A024780A"
 92083,5,51.08349,-1.13660,190,"1900HA110776"
 92084,5,53.59059,-2.38643,180," 1800WAH1101"
 92085,5,55.76875,-2.01425,310," 3100T992528"
 92086,5,52.59785,-2.07282,430," 43000779102"
 92087,5,52.59803,-2.07310,430," 43000779101"
 92088,5,53.48053,-2.24496,180," 1800SBH0471"
 92089,5,53.43499,-2.76760,280," 2800S14028B"
 92090,5,53.43474,-2.76768,280," 2800S14028A"
 92091,5,53.44874,-2.06773,180," 1800EH14851"
 92092,5,50.79374,-3.12308,110,"1100DEB10549"
 92093,5,50.79767,-3.17727,110,"1100DEB10545"
 92094,5,50.79777,-3.17698,110,"1100DEB10544"
 92095,5,50.79652,-3.15096,110,"1100DEB10547"
 92096,5,50.79695,-3.15313,110,"1100DEB10546"
 92097,5,50.82182,-3.13304,110,"1100DEB10540"
 92098,5,50.80606,-3.17166,110,"1100DEB10543"
 92099,5,50.81385,-3.13124,110,"1100DEB10542"
 92100,5,53.10772,-2.18632,380," 3800C892002"
 92101,5,52.52608,-1.56522,420," 4200F173701"
 92102,5,52.52607,-1.56551,420," 4200F173702"
 92103,5,51.45171,-0.22150,490,"  490011285R"
 92104,5,54.89081,-1.73214,130,"   13001501H"
 92105,5,54.89072,-1.73143,130,"   13001501D"
 92106,5,53.50211,-2.30315,180," 1800NF09031"
 92107,5,51.45397,-0.22043,490,"  490011285N"
 92108,5,55.94289,-4.54132,608,"     6080315"
 92109,5,50.80265, 0.31831,140,"  1400EB0309"
 92110,5,50.80471, 0.31767,140,"  1400EB0308"
 92111,5,53.61318,-2.10891,180," 1800NE25241"
 92112,5,50.80038, 0.29936,140,"  1400EB0300"
 92113,5,51.35777, 1.41453,240,"2400A047760A"
 92114,5,50.80469, 0.31479,140,"  1400EB0306"
 92115,5,50.80247, 0.31197,140,"  1400EB0305"
 92116,5,51.06335,-0.64428,440,"  4400MO0495"
 92117,5,50.98400,-0.66967,440,"  4400MO0494"
 92118,5,51.06893,-0.64339,440,"  4400MO0497"
 92119,5,51.06893,-0.64352,440,"  4400MO0496"
 92120,5,50.97244,-0.67120,440,"  4400MO0491"
 92121,5,50.96810,-0.67353,440,"  4400MO0490"
 92122,5,50.98401,-0.66977,440,"  4400MO0493"
 92123,5,50.97254,-0.67107,440,"  4400MO0492"
 92124,5,51.61862,-0.82904, 40,"040000002980"
 92125,5,50.97739,-0.91272,440,"  4400MO0499"
 92126,5,50.97744,-0.91255,440,"  4400MO0498"
 92127,5,52.56292,-2.19789,380," 3800C604300"
 92128,5,52.56288,-2.19796,380," 3800C604301"
 92129,5,56.24042,-4.20180,660," 66005611009"
 92130,5,51.60935,-3.27724,554,"5540WDB25225"
 92131,5,56.12803,-3.81230,668," 66806150005"
 92132,5,56.12795,-3.81258,668," 66806150004"
 92133,5,55.90282,-4.31053,609,"     6090865"
 92134,5,53.50822,-2.26203,180," 1800NF41461"
 92135,5,55.95362,-2.76867,627,"627009040330"
 92136,5,53.44890,-2.24482,180," 1800SB31321"
 92137,5,51.57865, 0.47731,150,"150036028015"
 92138,5,53.59830,-2.09369,180," 1800NE00651"
 92139,5,52.33667,-1.29430,420," 4200F086000"
 92140,5,53.59816,-2.22773,180," 1800NEH2531"
 92141,5,53.46154,-1.99450,180," 1800EH48791"
 92142,5,52.80621,-2.10862,380," 3800C731501"
 92143,5,51.43073, 0.21986,240,"2400A019610A"
 92144,5,51.50073,-0.92429,340,"340001666OPP"
 92145,5,53.44484,-2.29584,180," 1800SJ32341"
 92146,5,53.58586,-2.29274,180," 1800NC20251"
 92147,5,57.54178,-2.46955,630,"   630062361"
 92148,5,53.47018,-2.99903,280," 2800S47019B"
 92149,5,53.47048,-2.99942,280," 2800S47019A"
 92150,5,52.20305, 1.57831,390,"   390060940"
 92151,5,52.20246, 1.57871,390,"   390060941"
 92152,5,52.49112,-1.86776,430," 43000240702"
 92153,5,52.20377, 1.49036,390,"   390060948"
 92154,5,52.20343, 1.48964,390,"   390060949"
 92155,5,51.63800,-0.76230, 40,"040000003272"
 92156,5,51.63868,-0.76026, 40,"040000003270"
 92157,5,51.64755,-0.75093, 40,"040000003271"
 92158,5,51.64009,-0.76798, 40,"040000003276"
 92159,5,51.63872,-0.75159, 40,"040000003277"
 92160,5,51.63879,-0.76507, 40,"040000003274"
 92161,5,51.65877,-0.75135, 40,"040000003275"
 92162,5,51.64271,-0.76922, 40,"040000003278"
 92163,5,51.63325,-0.76155, 40,"040000003279"
 92164,5,52.40343,-2.17946,200," 2000G038301"
 92165,5,52.95148,-1.02709,330,"  3300RU0631"
 92166,5,56.77281,-2.42119,630,"   630040541"
 92167,5,53.51720,-2.38562,180," 1800WF41101"
 92168,5,52.39409,-1.82502,430," 43000143402"
 92169,5,51.64788,-0.04171,490,"  490011753E"
 92170,5,53.58477,-2.42927,180," 1800WA25861"
 92171,5,52.69055,-4.04824,540,"5400AWD71749"
 92172,5,55.90640,-4.31432,609,"     6090868"
 92173,5,54.78914,-1.72816,130,"   13001238C"
 92174,5,52.94970,-1.03071,330,"  3300RU0633"
 92175,5,55.99700,-3.82846,669," 66901690014"
 92176,5,55.99709,-3.82558,669," 66901690013"
 92177,5,55.99718,-3.82153,669," 66901690012"
 92178,5,55.99715,-3.83411,669," 66901690019"
 92179,5,51.30023,-3.01010,360,"3600SOC31504"
 92180,5,51.29879,-2.99618,360,"3600SOC31507"
 92181,5,51.29567,-3.01043,360,"3600SOC31501"
 92182,5,51.29301,-3.01040,360,"3600SOC31500"
 92183,5,51.30041,-3.01027,360,"3600SOC31503"
 92184,5,51.29574,-3.01029,360,"3600SOC31502"
 92185,5,51.29452,-2.99366,360,"3600SOC31509"
 92186,5,51.29871,-2.99629,360,"3600SOC31508"
 92187,5,53.73330,-2.45510,258," 2580WHH0015"
 92188,5,51.55057, 0.65407,158,"    15800617"
 92189,5,52.97654,-2.15205,389," 3890D039502"
 92190,5,55.24347,-4.85491,619,"     6190559"
 92191,5,55.24149,-4.85863,619,"     6190558"
 92192,5,55.46176,-4.63166,619,"     6190552"
 92193,5,55.42802,-4.63458,619,"     6190555"
 92194,5,55.51253,-4.61442,619,"     6190554"
 92195,5,53.37558,-2.86867,280," 2800S43093B"
 92196,5,52.59679,-1.07576,260,"   260016338"
 92197,5,52.59632,-1.07370,260,"   260016339"
 92198,5,52.59920,-1.07636,260,"   260016331"
 92199,5,54.70565,-1.23539, 75,"  075071236B"
 92200,5,53.53412,-2.65335,180," 1800WK06441"
 92201,5,53.46211,-2.39854,180," 1800NF27531"
 92202,5,52.69611, 1.58062,290,"    2900R069"
 92203,5,50.19714,-5.49647, 80,"0800COD40411"
 92204,5,50.19604,-5.49859, 80,"0800COD40410"
 92205,5,50.20488,-5.50036, 80,"0800COD40413"
 92206,5,50.19760,-5.49674, 80,"0800COD40412"
 92207,5,52.43313,-1.60602,430," 43000086501"
 92208,5,50.20565,-5.50037, 80,"0800COD40414"
 92209,5,50.20670,-5.49345, 80,"0800COD40419"
 92210,5,55.82916,-3.23989,628,"  6280325235"
 92211,5,54.96914,-2.06847,310," 3100Y957638"
 92212,5,54.94134,-3.91872,680,"680000344501"
 92213,5,52.76088, 1.37800,290,"   2900S0913"
 92214,5,52.76089, 1.37819,290,"   2900S0912"
 92215,5,51.56872,-2.55051, 17,"0170SGP90906"
 92216,5,51.57321,-2.54619, 17,"0170SGP90907"
 92217,5,51.56439,-2.55421, 17,"0170SGP90904"
 92218,5,51.56879,-2.55064, 17,"0170SGP90905"
 92219,5,51.56361,-2.55533, 17,"0170SGP90903"
 92220,5,51.55935,-2.56018, 17,"0170SGP90900"
 92221,5,51.57263,-2.54672, 17,"0170SGP90908"
 92222,5,51.57517,-2.54336, 17,"0170SGP90909"
 92223,5,57.63221,-2.59285,630,"   630067141"
 92224,5,55.16771,-1.73175,310," 3100Z171859"
 92225,5,53.56699,-2.07673,180," 1800ED12701"
 92226,5,52.55555,-1.81875,430," 43000562401"
 92227,5,53.70559,-2.10485,450,"   450018984"
 92228,5,52.50389,-1.85617,430," 43002501502"
 92229,5,57.52321,-4.46202,670,"   670080086"
 92230,5,50.69887,-1.30838,230,"230000008990"
 92231,5,56.13183,-3.93147,660," 66004910076"
 92232,5,52.20234,-2.19862,200," 2000G501979"
 92233,5,54.58008,-1.34482, 77,"  077072488A"
 92234,5,50.84186,-0.10925,149,"149000007214"
 92235,5,50.84221,-0.10772,149,"149000007215"
 92236,5,50.84289,-0.10534,149,"149000007216"
 92237,5,50.84183,-0.10174,149,"149000007217"
 92238,5,50.84342,-0.11267,149,"149000007213"
 92239,5,57.56163,-4.43729,670,"   670080082"
 92240,5,50.84420,-0.09976,149,"149000007218"
 92241,5,50.84523,-0.09827,149,"149000007219"
 92242,5,57.56184,-4.43693,670,"   670080081"
 92243,5,51.21703,-0.79626,400,"40004411360A"
 92244,5,53.28983, 0.25059,270,"270002700479"
 92245,5,53.21349, 0.23947,270,"270002700473"
 92246,5,53.09192, 0.06495,270,"270002700472"
 92247,5,53.50175,-0.38787,270,"270002700471"
 92248,5,53.31393, 0.20289,270,"270002700476"
 92249,5,53.29856, 0.18967,270,"270002700475"
 92250,5,53.28476, 0.18424,270,"270002700474"
 92251,5,51.70223,-2.28776,160,"  1600GLS780"
 92252,5,51.70124,-2.29004,160,"  1600GLS782"
 92253,5,51.72852,-2.07681,160,"  1600GLS783"
 92254,5,51.72850,-2.07691,160,"  1600GLS784"
 92255,5,51.71868,-2.17640,160,"  1600GLS785"
 92256,5,51.71857,-2.17692,160,"  1600GLS786"
 92257,5,51.71960,-2.16465,160,"  1600GLS787"
 92258,5,51.71943,-2.16485,160,"  1600GLS788"
 92259,5,51.72068,-2.16140,160,"  1600GLS789"
 92260,5,51.44293, 0.24489,240,"2400A018790A"
 92261,5,53.48448,-2.16851,180," 1800EH04831"
 92262,5,52.52604,-1.98690,430," 43000955502"
 92263,5,52.52731,-1.98712,430," 43000955501"
 92264,5,52.47666,-1.73978,430," 43000176302"
 92265,5,52.47664,-1.74019,430," 43000176301"
 92266,5,52.31046,-1.93537,200," 2000G323134"
 92267,5,52.31019,-1.93464,200," 2000G323135"
 92268,5,51.36733, 1.14268,240,"   240097522"
 92269,5,52.31158,-1.93198,200," 2000G323137"
 92270,5,51.36719, 1.14534,240,"   240097524"
 92271,5,52.30799,-1.97011,200," 2000G323131"
 92272,5,52.30943,-1.93611,200," 2000G323133"
 92273,5,51.36741, 1.14948,240,"   240097528"
 92274,5,55.88583,-3.16017,628,"  6280326150"
 92275,5,52.10597,-2.08988,200," 2000G323138"
 92276,5,52.10585,-2.09007,200," 2000G323139"
 92277,5,51.07333, 1.11825,240,"2400A042870A"
 92278,5,51.62939,-0.40934,210,"210021802675"
 92279,5,52.46502,-1.96536,430," 43003101502"
 92280,5,52.46513,-1.96563,430," 43003101503"
 92281,5,51.66808,-3.36742,552,"5520AWA13848"
 92282,5,51.66826,-3.36733,552,"5520AWA13847"
 92283,5,51.66950,-3.37018,552,"5520AWA13846"
 92284,5,51.66957,-3.37017,552,"5520AWA13845"
 92285,5,50.67009,-1.20967,230,"230000004330"
 92286,5,51.67357,-3.37739,552,"5520AWA13843"
 92287,5,53.45153,-2.19683,180," 1800EB06341"
 92288,5,51.36214,-0.30777,490,"  490004328N"
 92289,5,51.67615,-3.37944,552,"5520AWA13840"
 92290,5,55.82045,-4.46428,614,"     6140473"
 92291,5,55.82092,-4.45859,614,"     6140471"
 92292,5,55.81968,-4.47167,614,"     6140477"
 92293,5,51.74000,-0.47681,210,"210021408510"
 92294,5,51.72143,-0.53945,210,"210021460050"
 92295,5,54.97603,-1.76718,410,"410000013157"
 92296,5,55.61145,-2.78090,690,"     6900352"
 92297,5,55.61167,-2.78167,690,"     6900353"
 92298,5,55.61117,-2.77516,690,"     6900351"
 92299,5,52.18621,-2.24009,200," 2000G705513"
 92300,5,52.68709,-1.94105,380," 3800C410802"
 92301,5,52.37876,-1.39757,420," 4200F168002"
 92302,5,52.37891,-1.39741,420," 4200F168001"
 92303,5,51.91441,-2.06422,160,"  1600GL3818"
 92304,5,51.81915,-2.29385,160,"  1600GL3810"
 92305,5,55.07286,-1.52434,310," 3100Z303754"
 92306,5,51.70354,-2.21710,160,"  1600GL3812"
 92307,5,51.87984,-2.17943,160,"  1600GL3813"
 92308,5,51.88000,-2.18006,160,"  1600GL3814"
 92309,5,51.76800,-2.21777,160,"  1600GL3815"
 92310,5,55.07143,-1.52635,310," 3100Z303753"
 92311,5,51.91471,-2.06422,160,"  1600GL3817"
 92312,5,51.69765,-0.91721,340,"340003240OUT"
 92313,5,51.63865,-3.95532,581,"5810AWC51429"
 92314,5,51.63792,-3.95413,581,"5810AWC51428"
 92315,5,55.86356,-4.26005,609,"     6090179"
 92316,5,51.63576,-3.95128,581,"5810AWC51425"
 92317,5,51.63749,-3.95076,581,"5810AWC51424"
 92318,5,51.63620,-3.95344,581,"5810AWC51427"
 92319,5,51.63575,-3.95174,581,"5810AWC51426"
 92320,5,51.64022,-3.95294,581,"5810AWC51421"
 92321,5,51.63785,-3.95122,581,"5810AWC51423"
 92322,5,51.63936,-3.95208,581,"5810AWC51422"
 92323,5,53.70636,-1.87741,450,"   450023208"
 92324,5,51.52512,-3.14451,571,"5710AWA10458"
 92325,5,51.52481,-3.14661,571,"5710AWA10456"
 92326,5,51.52416,-3.14573,571,"5710AWA10457"
 92327,5,51.52288,-3.14789,571,"5710AWA10454"
 92328,5,51.52487,-3.14680,571,"5710AWA10455"
 92329,5,51.52061,-3.15120,571,"5710AWA10452"
 92330,5,51.52189,-3.14687,571,"5710AWA10450"
 92331,5,51.52048,-3.15121,571,"5710AWA10451"
 92332,5,54.08992,-2.81069,250,"     2500843"
 92333,5,52.06441,-1.62951,420," 4200F062000"
 92334,5,52.75163,-0.64775,268,"   268060043"
 92335,5,52.61550,-0.74657,268,"   268060040"
 92336,5,54.09178,-2.81326,250,"     2500846"
 92337,5,52.63403,-0.54833,268,"   268060049"
 92338,5,52.58891,-0.72220,268,"   268060048"
 92339,5,55.86484,-4.26554,609,"     6090175"
 92340,5,51.54052, 0.02277,490,"  490015000N"
 92341,5,54.09226,-2.81226,250,"     2500845"
 92342,5,53.55401,-2.41538,180," 1800WA42581"
 92343,5,51.33661, 0.07794,490,"  490012213N"
 92344,5,51.98929,-0.75606, 49,"049005245084"
 92345,5,53.46528,-2.75573,280," 2800S15021A"
 92346,5,53.46509,-2.75573,280," 2800S15021B"
 92347,5,51.80740,-1.31188,340,"340001536GAR"
 92348,5,52.47137,-1.79241,430," 43000452702"
 92349,5,55.93968,-3.07302,627,"627001010410"
 92350,5,51.85661,-1.31360,340,"340001790BUN"
 92351,5,53.36879,-1.36673,370,"   370027276"
 92352,5,53.39009,-1.46920,370,"   370027271"
 92353,5,53.47710,-1.58815,370,"   370027278"
 92354,5,50.43695,-3.59120,119,"1190TOA10186"
 92355,5,52.60699,-3.06425,350," 3500B115000"
 92356,5,52.60699,-3.06449,350," 3500B115001"
 92357,5,58.24636,-3.43859,670," 6700712620A"
 92358,5,53.37797,-2.94064,280," 2800S41191B"
 92359,5,53.38715,-2.17280,180," 1800SG08071"
 92360,5,55.66377,-3.78119,615,"    61501676"
 92361,5,53.37819,-2.94097,280," 2800S41191A"
 92362,5,55.73023,-3.81847,615,"    61501670"
 92363,5,55.73086,-3.82049,615,"    61501672"
 92364,5,55.76840,-4.06011,615,"    61501679"
 92365,5,53.67792,-1.29653,450,"   450016399"
 92366,5,53.40669,-2.04941,180," 1800SGH3201"
 92367,5,53.68097,-1.30485,450,"   450016396"
 92368,5,50.87293,-2.96446,360,"3600DOY29279"
 92369,5,54.73842,-2.85618, 90,"090074592344"
 92370,5,52.21916,-1.82627,420," 4200F157912"
 92371,5,52.21931,-1.82639,420," 4200F157911"
 92372,5,51.63726,-2.45876, 17,"0170SGB20740"
